Order_ID,Customer_Name,Company_Name,Service,City,Revenue
5530,Arin Parikh,"Sahota, Dara and Ben",Google Ads,Bangalore,272783
5531,Wakeeta Shere,Choudhary-Kar,Email Marketing,Bangalore,22984
5532,Oeshi Aggarwal,"Barad, Hora and Chaudry",Content Marketing,Mumbai,217509
5533,Omya Desai,Kaul-Hayre,SEO,Hyderabad,115775
5534,Caleb Zachariah,"Sule, Hora and Walia",Website Development,Pune,278658
5535,Champak Sankar,Mangat Ltd,Website Development,Kolkata,80864
5536,Aadi Kota,Dani Group,Google Ads,Mumbai,92983
5537,Odika Vaidya,Talwar-Narayan,Meta Ads,Jaipur,249689
5538,Hemani Natarajan,"Basu, Chhabra and Jani",Email Marketing,Pune,245429
5539,Anusha Singh,"Atwal, Bhattacharyya and Luthra",SEO,Pune,75746
5540,Naksh Dua,Warrior Ltd,Content Marketing,Kolkata,37582
5541,Theodore Borra,Manda-Aggarwal,AI Chatbot Development,Ahmedabad,241383
5542,Neel Sridhar,Dhaliwal Ltd,Google Ads,Delhi,65740
5543,Nidhi Krishna,"Dubey, Lall and Rau",AI Chatbot Development,Pune,268840
5544,Upadhriti Saha,Zacharia Group,Content Marketing,Bangalore,92103
5545,Wakeeta Hegde,Chhabra Ltd,Google Ads,Jaipur,104932
5546,Baljiwan Sur,Shere Inc,Google Ads,Mumbai,123031
5547,Michael Subramaniam,Shanker-Nagi,Email Marketing,Pune,157891
5548,Noah Hora,"Joshi, Sengupta and Mukherjee",Email Marketing,Delhi,117260
5549,Rudra Dugar,"Kale, Sha and Tak",Content Marketing,Delhi,40843
5550,Upkaar Mani,Jhaveri Inc,Website Development,Bangalore,97273
5551,Nihal Chawla,"Narain, Bhagat and Manda",AI Chatbot Development,Mumbai,224844
5552,Chakradev Buch,Thaker PLC,SEO,Pune,51454
5553,Kevin Bumb,Munshi PLC,SEO,Delhi,295022
5554,Harrison Saini,Srinivas-Biswas,AI Chatbot Development,Jaipur,179039
5555,Dipta Brar,Andra PLC,Meta Ads,Pune,147756
5556,Aadi Ahluwalia,Prabhakar and Sons,Email Marketing,Bangalore,118915
5557,Abha Varty,"Iyengar, Ramesh and Dubey",Email Marketing,Kolkata,270994
5558,Zashil Chand,"Goel, Maharaj and Pandit",Website Development,Delhi,110396
5559,Balvan Pal,"Nair, Viswanathan and Atwal",Content Marketing,Delhi,96604
5560,Onkar Panchal,Badal-Ganesan,Meta Ads,Mumbai,55648
5561,Maanas Kara,Gulati LLC,Email Marketing,Delhi,106367
5562,Tara Mutti,Doshi Inc,Website Development,Ahmedabad,209646
5563,Rajeshri Jani,Kalla Inc,Website Development,Hyderabad,233066
5564,Krishna Mukherjee,"Sami, Issac and Chatterjee",SEO,Ahmedabad,42496
5565,Ati Hayre,Garde Group,Social Media Marketing,Ahmedabad,34504
5566,Unni Mital,Sood-Pillai,Website Development,Pune,224879
5567,Samesh Sinha,"Karan, Vig and Sarin",Email Marketing,Bangalore,86755
5568,Oeshi Bains,Bora PLC,Email Marketing,Ahmedabad,102462
5569,Chavvi Pathak,Rajagopalan-Nagarajan,Website Development,Hyderabad,280641
5570,Xalak Chana,"Bhargava, Sengupta and Biswas",Google Ads,Ahmedabad,36207
5571,Zaid Das,Chana Inc,Content Marketing,Delhi,64481
5572,Vamakshi Nagi,Kunda-Bhargava,Meta Ads,Jaipur,213735
5573,Ansh Kuruvilla,"Sanghvi, Sangha and Vala",AI Chatbot Development,Ahmedabad,167237
5574,Rushil Saran,Sahni Group,Email Marketing,Pune,179119
5575,Bhavini Chopra,"Bahri, Kamdar and Upadhyay",Social Media Marketing,Hyderabad,266369
5576,Azaan Uppal,"Saran, Sharaf and Wali",Email Marketing,Ahmedabad,91967
5577,Ekbal Ganguly,Ratta LLC,Email Marketing,Pune,67703
5578,Lucky Wason,Mann-Batta,Email Marketing,Pune,299308
5579,Nidhi Guha,"Barad, Joshi and Sheth",Google Ads,Hyderabad,160620
5580,Nimrat Dixit,"Savant, Wason and Prasad",AI Chatbot Development,Hyderabad,289231
5581,Frado Pau,Natt-Mammen,Website Development,Pune,189955
5582,Indali Ghosh,"Roy, Muni and Vasa",Website Development,Bangalore,202721
5583,Ekapad Chana,"Jayaraman, Bakshi and Sane",AI Chatbot Development,Bangalore,195635
5584,Tanvi Suresh,Dash PLC,Content Marketing,Hyderabad,158364
5585,Yatan Hora,Narayanan-Sachdeva,Content Marketing,Bangalore,93021
5586,Harini Shan,Warrior-Choudhury,AI Chatbot Development,Bangalore,209523
5587,Ishaan Vaidya,"Chadha, Narang and Babu",Social Media Marketing,Bangalore,262583
5588,Triveni Som,Sarkar-Malhotra,Meta Ads,Delhi,172809
5589,Darsh Behl,"Sagar, Viswanathan and Kara",Website Development,Bangalore,196880
5590,Kala Narasimhan,Deol Ltd,Meta Ads,Kolkata,216607
5591,Bishakha Nagarajan,"Vohra, Chandra and Natarajan",Website Development,Ahmedabad,273935
5592,Om Yogi,"Naidu, Deshpande and Mane",AI Chatbot Development,Kolkata,198991
5593,Gaurav Basu,Saini-Thakkar,Meta Ads,Hyderabad,57775
5594,Hemang Rajagopalan,"Bera, Chaudhuri and Verma",AI Chatbot Development,Delhi,217426
5595,Yashoda Bhatnagar,Edwin LLC,Content Marketing,Jaipur,54889
5596,Imaran Deep,Chander-Virk,Website Development,Hyderabad,279551
5597,Om Singhal,Kumar-Pingle,Email Marketing,Hyderabad,287973
5598,Umang Devi,Ramaswamy Ltd,Content Marketing,Bangalore,159303
5599,Baghyawati Saxena,"Wagle, Chadha and Kibe",SEO,Ahmedabad,276670
5600,Jonathan Anne,Raj-Naidu,Google Ads,Kolkata,249204
5601,Kamala Purohit,Singhal-Sundaram,Content Marketing,Pune,82623
5602,Abdul Palla,"Sathe, Dutt and Bhatia",Meta Ads,Mumbai,84443
5603,Triya Rajagopalan,"Narasimhan, Lad and Loyal",Social Media Marketing,Jaipur,41513
5604,Januja Prashad,Chacko-Baria,Google Ads,Hyderabad,76340
5605,Aditya Bhatti,"Gill, Chada and Nagy",AI Chatbot Development,Mumbai,70274
5606,Anya Kulkarni,Randhawa-Keer,Content Marketing,Bangalore,40938
5607,Vinaya Banerjee,Dhillon-Shenoy,SEO,Jaipur,78422
5608,Michael Balakrishnan,"Bora, Iyengar and Kannan",Social Media Marketing,Hyderabad,168996
5609,David Padmanabhan,"Rau, Bawa and Ray",Content Marketing,Bangalore,140842
5610,Meghana Goda,Parsa PLC,Website Development,Hyderabad,205362
5611,Chakradev Menon,Kalla-Loke,Website Development,Mumbai,32034
5612,Nidhi Raj,Luthra-Badami,Social Media Marketing,Bangalore,110094
5613,Karan Lala,Vasa-Badal,Content Marketing,Bangalore,29143
5614,Kalpit Pingle,Hayer-Rajagopalan,Meta Ads,Delhi,161415
5615,Vrinda Mitter,"Bhalla, Bhattacharyya and Dara",Email Marketing,Delhi,70165
5616,Gagan Agarwal,Vora-Kala,Website Development,Ahmedabad,135853
5617,Maanas Kapadia,Ahluwalia-Balay,Website Development,Kolkata,106844
5618,Dipta Dube,Bal PLC,Meta Ads,Bangalore,166523
5619,Jack Patil,Mukherjee Inc,Google Ads,Jaipur,145184
5620,Triveni Singhal,Chatterjee LLC,AI Chatbot Development,Ahmedabad,222743
5621,Chakradev Sarkar,"Handa, Lal and Bath",Email Marketing,Bangalore,141729
5622,Ekapad Goyal,Gola-Ganesh,Google Ads,Delhi,234189
5623,Wriddhish Dar,Singhal-Mand,Email Marketing,Kolkata,98845
5624,Manan Goswami,Tara LLC,Content Marketing,Ahmedabad,32072
5625,Balveer Narain,Bajaj PLC,AI Chatbot Development,Bangalore,277697
5626,Anjali Sabharwal,Bumb-Dugar,Content Marketing,Pune,188862
5627,Faris Chaudhary,Sehgal Group,SEO,Kolkata,286107
5628,Qabil Chaudhary,Dua-Sheth,Content Marketing,Kolkata,127725
5629,Radhika Basak,"Gandhi, Kuruvilla and Bath",Social Media Marketing,Mumbai,60557
5630,Yahvi Sarna,"Thaker, Guha and Virk",Content Marketing,Mumbai,231815
5631,Udarsh Prakash,Mandal-Mammen,Website Development,Bangalore,184737
5632,Elijah Halder,"Dutt, Bhatti and Kata",Social Media Marketing,Ahmedabad,163729
5633,Faris Issac,Sami PLC,Website Development,Hyderabad,141055
5634,Watika Bali,"Rastogi, Peri and Agate",Content Marketing,Kolkata,32727
5635,Baljiwan Reddy,Kapoor-Buch,Website Development,Delhi,257107
5636,Abeer Singh,"Chadha, Gala and Divan",SEO,Ahmedabad,200975
5637,Ishaan Devan,Gupta PLC,Social Media Marketing,Ahmedabad,30744
5638,Ekalinga Saha,Saha-Wali,Email Marketing,Ahmedabad,253479
5639,Tejas Hora,Gulati Ltd,Content Marketing,Delhi,249303
5640,Thomas Sidhu,Apte-Thakur,AI Chatbot Development,Pune,139829
5641,Bhavani Singhal,Char Group,AI Chatbot Development,Pune,156241
5642,Bhanumati Kuruvilla,Toor-Sawhney,Email Marketing,Mumbai,108364
5643,Wahab Mangat,Apte-Bahl,Website Development,Bangalore,39028
5644,Jeevika Ramaswamy,Balan-Hegde,Content Marketing,Pune,45154
5645,Wahab Bhardwaj,"More, Panchal and Bava",Website Development,Delhi,103232
5646,Vasana Borah,Nagi and Sons,Google Ads,Jaipur,151277
5647,Yatin Gola,Chhabra and Sons,Google Ads,Hyderabad,257555
5648,Christopher Bhandari,"Soman, Din and Hayer",Meta Ads,Hyderabad,94257
5649,Tanay Chandra,Bajaj Ltd,Content Marketing,Hyderabad,117528
5650,Gavin Anne,Kannan-Chhabra,Website Development,Ahmedabad,183367
5651,Gaurav Anand,"Bhat, Sankar and Chadha",Meta Ads,Delhi,141538
5652,Krishna Bandi,"Gour, Sundaram and Mane",Google Ads,Jaipur,112245
5653,Damini Koshy,Nath-Butala,AI Chatbot Development,Kolkata,241912
5654,Amaira Jaggi,Kunda PLC,Meta Ads,Bangalore,29008
5655,Ishani Barad,Chad and Sons,Website Development,Delhi,55327
5656,Urvashi Upadhyay,Nath-Korpal,Google Ads,Hyderabad,113706
5657,Rehaan Rastogi,"Korpal, Pal and Wadhwa",Google Ads,Kolkata,213425
5658,Jyoti Sarma,Lal Ltd,Meta Ads,Mumbai,299790
5659,Manthan Mammen,Arora-Raju,Meta Ads,Bangalore,24585
5660,Jack Khurana,"Kothari, Nigam and Khatri",Social Media Marketing,Mumbai,162783
5661,Christopher Choudhry,"Atwal, Wagle and Prashad",SEO,Jaipur,226467
5662,Vrinda Kothari,"Munshi, Chaudhuri and Chakraborty",Meta Ads,Mumbai,45346
5663,Darika Sura,Tailor and Sons,Email Marketing,Mumbai,89358
5664,Harinakshi Kurian,Golla Ltd,Website Development,Pune,166421
5665,Samar Rao,Gulati Ltd,Email Marketing,Bangalore,258521
5666,Xalak Palla,"Sane, Grewal and Gole",Meta Ads,Delhi,150136
5667,Manthan Wali,Randhawa-Sama,Meta Ads,Jaipur,55166
5668,Bhanumati Barad,Sridhar Inc,Content Marketing,Mumbai,20300
5669,Aishani Lalla,Ravi-Talwar,AI Chatbot Development,Kolkata,297292
5670,Yash Prabhakar,Dar Inc,Email Marketing,Ahmedabad,231759
5671,David Tiwari,Mannan Group,Email Marketing,Pune,232440
5672,Darpan Konda,Chadha PLC,AI Chatbot Development,Ahmedabad,107501
5673,Amara Raval,Viswanathan Inc,Email Marketing,Mumbai,39092
5674,Dhruv Mitra,Dalal LLC,Website Development,Delhi,212676
5675,Saanvi Toor,"Ben, Walla and Agrawal",AI Chatbot Development,Delhi,236223
5676,Laban Pandey,Bala Ltd,Content Marketing,Ahmedabad,177033
5677,Azad Kulkarni,Gaba-Sani,Social Media Marketing,Jaipur,184912
5678,Atharv Chadha,Badal and Sons,Email Marketing,Bangalore,28410
5679,Farhan Kadakia,Seshadri-Sarin,Website Development,Ahmedabad,97159
5680,Arya Ganesan,Kurian-Gill,Email Marketing,Mumbai,178320
5681,Arin Grover,"Magar, Sarraf and Lala",Content Marketing,Bangalore,94614
5682,Luke Gulati,Rattan Ltd,SEO,Bangalore,250176
5683,Saumya Singh,Brahmbhatt-Hayre,AI Chatbot Development,Kolkata,229316
5684,Libni Batra,"Deep, Patil and Natt",Email Marketing,Kolkata,214808
5685,Qushi Chacko,"Bhandari, Kakar and Krish",Website Development,Kolkata,88374
5686,Ansh Bath,Ray Group,Content Marketing,Jaipur,148642
5687,Vedika Salvi,Shroff Group,Meta Ads,Delhi,174884
5688,Lila Ganesan,Bedi-Chanda,Social Media Marketing,Jaipur,203791
5689,Ishanvi Pai,Balakrishnan-Ratta,Email Marketing,Ahmedabad,247217
5690,Chakradhar Saha,Nagi PLC,Google Ads,Hyderabad,206003
5691,Chameli Nayak,Jayaraman LLC,Email Marketing,Jaipur,271374
5692,Isaac Bandi,Bhasin-Roy,Google Ads,Pune,193776
5693,George Chauhan,"Kapadia, D’Alia and Mody",Website Development,Hyderabad,285665
5694,Timothy Vig,Uppal Group,Meta Ads,Jaipur,73111
5695,Pahal Padmanabhan,Upadhyay-Lalla,Meta Ads,Hyderabad,51398
5696,Watika Jani,"Kar, Chaudhari and Dugar",SEO,Bangalore,293201
5697,Osha Kakar,"Varkey, Madan and Lata",Social Media Marketing,Jaipur,255069
5698,Ati Sandal,Oommen-Batta,Content Marketing,Pune,261325
5699,Hitesh De,Shukla-Thakur,Social Media Marketing,Pune,169383
5700,Manthan Murty,"Dhar, Chaudhari and Kota",Social Media Marketing,Jaipur,291055
5701,Daksha Bassi,Mann LLC,Google Ads,Kolkata,275599
5702,Fiyaz Merchant,"Shankar, Vora and Walla",Content Marketing,Jaipur,285262
5703,Meghana Srinivasan,Gara LLC,Google Ads,Mumbai,218141
5704,Chakrika Ramachandran,"Raju, Ramesh and Gara",Social Media Marketing,Kolkata,160040
5705,Sai Tata,Khanna PLC,Meta Ads,Mumbai,122935
5706,Atharv Konda,Atwal-Reddy,Google Ads,Ahmedabad,164577
5707,Rohan Badami,Vaidya PLC,Content Marketing,Bangalore,41963
5708,Rajeshri Bhavsar,Comar PLC,SEO,Hyderabad,26351
5709,Mason Date,"Borde, Das and Prakash",Meta Ads,Bangalore,239349
5710,Parth Pandey,Divan-Tripathi,Website Development,Ahmedabad,99506
5711,Qushi Magar,Garde PLC,Content Marketing,Hyderabad,130423
5712,Dalbir Kanda,Goyal-Amble,SEO,Delhi,105664
5713,Lakshit Agarwal,Pau-Rattan,SEO,Hyderabad,273055
5714,Nandini Saraf,Swamy LLC,Google Ads,Bangalore,265527
5715,Lakshmi Zachariah,Oak-Chandran,Meta Ads,Kolkata,79893
5716,Eta Srinivasan,Misra-Mahal,Google Ads,Kolkata,199692
5717,Ansh Vohra,"Manne, Tella and Dhar",Social Media Marketing,Kolkata,155310
5718,Vedhika Mohan,Kohli-Natarajan,Social Media Marketing,Pune,296147
5719,Victor Grewal,"Goswami, Sangha and Khatri",Meta Ads,Hyderabad,148606
5720,Zarna Raja,"Menon, Sahni and Rattan",Website Development,Jaipur,247474
5721,Samar Choudhury,"Kapoor, Yohannan and Palla",Email Marketing,Hyderabad,192047
5722,Advika Bumb,Upadhyay-Om,AI Chatbot Development,Kolkata,232184
5723,Qushi Dada,"Lala, Bobal and Narayanan",SEO,Hyderabad,155078
5724,Vamakshi Parekh,"Sridhar, Jain and Natarajan",Google Ads,Mumbai,137244
5725,Nilima Savant,"Sethi, Gade and Lanka",Website Development,Bangalore,263451
5726,Tanmayi Natarajan,"Munshi, Pillai and Solanki",Meta Ads,Delhi,285207
5727,Ria Sharma,Bala and Sons,Social Media Marketing,Ahmedabad,229636
5728,Laban Loke,Natarajan Group,Content Marketing,Pune,176806
5729,Chaitaly Dugar,Mohan and Sons,Google Ads,Bangalore,105168
5730,Kalpit Ben,"Kakar, Khurana and Soni",Email Marketing,Delhi,184603
5731,Yochana Bora,Saini-Kant,SEO,Ahmedabad,232821
5732,Benjamin Hayre,"Morar, Khurana and Sinha",Content Marketing,Mumbai,237172
5733,Dev Chander,"Dhar, Majumdar and Narayanan",Email Marketing,Jaipur,194999
5734,Krish Wali,Comar PLC,Social Media Marketing,Delhi,181484
5735,Kabir Ravel,"Solanki, Joshi and Modi",Website Development,Kolkata,277876
5736,Yauvani Bansal,Bal-Sathe,Content Marketing,Bangalore,232503
5737,Ethan Din,Bakshi-Master,Content Marketing,Bangalore,170191
5738,Kamala Gala,"Chada, Vasa and Shere",Website Development,Mumbai,196219
5739,Dalaja Bera,Sundaram-Chauhan,Meta Ads,Pune,217576
5740,Ojasvi Sama,Lalla-Chauhan,Google Ads,Delhi,63041
5741,Radhika Dhar,Lala-Narayanan,Google Ads,Jaipur,98667
5742,Neel Badami,Chaudhari-Tiwari,Content Marketing,Kolkata,68399
5743,Yashica Guha,Buch-Karnik,Meta Ads,Jaipur,21094
5744,Divya Pandit,"Chakraborty, Chowdhury and Rama",Email Marketing,Mumbai,37136
5745,Ekaja Parekh,"Tak, Lall and Dhaliwal",Meta Ads,Hyderabad,212291
5746,Kashvi Dugal,Lalla Ltd,Social Media Marketing,Delhi,41196
5747,Yatan Hora,Krishnamurthy LLC,Meta Ads,Hyderabad,193089
5748,Qabil Misra,Lall-Chana,Google Ads,Jaipur,63172
5749,Vyanjana Seth,"Kar, Kohli and Andra",SEO,Jaipur,120793
5750,Azad Dara,"Salvi, Vaidya and Suri",Meta Ads,Ahmedabad,277089
5751,Rayaan Sama,"Baral, Modi and Buch",Google Ads,Hyderabad,172792
5752,Ekaja Kapoor,Sama-Sur,Google Ads,Hyderabad,92674
5753,Anvi Tak,Dutt Group,Google Ads,Kolkata,156305
5754,Yashasvi Wadhwa,"Loyal, Grover and Kapoor",Meta Ads,Delhi,280264
5755,Damyanti Rajagopal,Sagar-Apte,Website Development,Hyderabad,36794
5756,Tanvi Balan,Talwar Inc,Content Marketing,Pune,105357
5757,Yahvi Karpe,Grewal-Kashyap,Email Marketing,Kolkata,208089
5758,Unnati Patel,"Hegde, Bedi and Dewan",AI Chatbot Development,Hyderabad,230288
5759,Fitan Dua,"Viswanathan, Chahal and Ghosh",Content Marketing,Bangalore,182175
5760,Anirudh Parmar,"Maharaj, Chauhan and Saran",Social Media Marketing,Bangalore,146186
5761,Siya Agarwal,Gola PLC,Email Marketing,Mumbai,101379
5762,Devansh Ram,"Nayar, Goyal and Bassi",SEO,Delhi,50800
5763,Leena Pradhan,"Rout, Sarna and Dutt",Google Ads,Mumbai,76452
5764,Vincent Mallick,Tara and Sons,Email Marketing,Mumbai,98290
5765,Arya Kar,Kant-Malhotra,Google Ads,Hyderabad,194445
5766,Gaurika Deshpande,Rao-Kala,Social Media Marketing,Bangalore,272495
5767,Bhavika Shroff,"Kamdar, Parsa and Srinivas",Content Marketing,Ahmedabad,84287
5768,Leena Sampath,"Kari, Kannan and Loyal",AI Chatbot Development,Bangalore,268107
5769,Sneha Ram,"Batra, Kar and Kurian",SEO,Pune,102067
5770,Dominic Dugal,Bhatti LLC,Content Marketing,Bangalore,200924
5771,Rajeshri Mangal,Dasgupta Ltd,Google Ads,Jaipur,36451
5772,Yashasvi Kibe,"Ganesh, Sami and Sachdeva",AI Chatbot Development,Ahmedabad,117812
5773,Inaya Chhabra,Ganesh-Pillai,Email Marketing,Kolkata,228399
5774,Vasatika Bakshi,Pant and Sons,Social Media Marketing,Kolkata,89679
5775,Bhavika Hari,Sidhu-Balakrishnan,Social Media Marketing,Ahmedabad,185039
5776,Vansha Kothari,Wali LLC,Meta Ads,Jaipur,106077
5777,Pahal Dass,"Natt, Char and Sani",AI Chatbot Development,Ahmedabad,68872
5778,Veer Das,Babu-Tripathi,Email Marketing,Pune,97682
5779,Ati Khanna,"Balay, Goyal and Soni",SEO,Mumbai,145841
5780,Urishilla Rai,"Walla, Kaur and Bumb",Email Marketing,Hyderabad,126040
5781,Devika Minhas,Lad Group,Meta Ads,Ahmedabad,40158
5782,Aarav Salvi,"Dube, Brahmbhatt and Keer",SEO,Pune,199811
5783,Aarnav Loke,"Doshi, Natarajan and Rai",Social Media Marketing,Pune,21435
5784,Kavya Pingle,Kanda-Vig,Google Ads,Kolkata,282708
5785,Saanvi Nori,"Grewal, Sheth and Gola",Website Development,Bangalore,97492
5786,Andrew Agrawal,"Sharaf, Shanker and Basak",Social Media Marketing,Hyderabad,298328
5787,Garima Mohanty,"Wali, Kurian and Nagarajan",Content Marketing,Bangalore,248032
5788,Anvi Garg,Patla-Bobal,SEO,Kolkata,172144
5789,Charvi Sinha,Deol-Pillay,Email Marketing,Jaipur,169152
5790,Tamanna Kant,Chhabra-Karnik,Social Media Marketing,Jaipur,233561
5791,Avi Batta,Prabhakar LLC,Google Ads,Kolkata,238756
5792,Sathvik Kade,Sachdev Inc,Email Marketing,Bangalore,185244
5793,Ria Bhardwaj,Tella-Guha,Website Development,Kolkata,158779
5794,Nathaniel Ranganathan,Rege-Sheth,AI Chatbot Development,Jaipur,140309
5795,Om Mand,"Magar, Bhalla and Johal",AI Chatbot Development,Ahmedabad,159128
5796,Urvashi Mann,Sridhar-Chauhan,SEO,Bangalore,41256
5797,Anjali Varty,Lanka LLC,Website Development,Kolkata,145294
5798,Gauri Raval,"Gaba, Sarraf and Pandit",Content Marketing,Jaipur,245449
5799,Ayaan Sankar,Wali PLC,SEO,Delhi,163463
5800,Kai Subramanian,"Krishna, Peri and Peri",Content Marketing,Jaipur,283062
5801,Falak Raja,Bhat PLC,AI Chatbot Development,Jaipur,280380
5802,Udant Boase,"Tripathi, Majumdar and Kuruvilla",Website Development,Hyderabad,80750
5803,Jalsa Arya,"Dave, Sharaf and Karan",Website Development,Ahmedabad,192274
5804,Gautami Kari,"Kunda, Jaggi and Gole",Meta Ads,Bangalore,27450
5805,Udant Rajagopal,"Mukherjee, Raval and Kashyap",Content Marketing,Delhi,192372
5806,Ekbal Mitter,Sagar Ltd,Website Development,Kolkata,30847
5807,Tejas Randhawa,Warrior-Seth,Google Ads,Mumbai,155367
5808,Gaurangi Vyas,"Manne, Pandit and Balasubramanian",Meta Ads,Hyderabad,154790
5809,Waida Radhakrishnan,"Sodhi, Aggarwal and Thaker",Content Marketing,Mumbai,243582
5810,Onkar Saini,Prabhakar PLC,Website Development,Mumbai,209493
5811,Aarush Raj,Nagar-Manda,Google Ads,Hyderabad,182263
5812,Agastya Sha,Thaker-Sethi,Google Ads,Delhi,101562
5813,Anjali Anne,Dayal Inc,Google Ads,Jaipur,145593
5814,Jagdish Sunder,Peri Ltd,Google Ads,Hyderabad,113832
5815,Panini Patla,"Bal, Lanka and Mani",Google Ads,Kolkata,196962
5816,Baljiwan Tara,Pau Inc,Google Ads,Kolkata,287795
5817,Harini Saini,"Pai, Nayak and Bava",Google Ads,Kolkata,165909
5818,Onkar Hayer,Thaman-Roy,Google Ads,Pune,68250
5819,Jacob Ravel,Ratta-Uppal,Social Media Marketing,Mumbai,223361
5820,Anjali Sastry,"Tak, Jha and Choudhary",Website Development,Hyderabad,29556
5821,Neha Saraf,Agarwal Inc,Google Ads,Delhi,105087
5822,Nitesh Bajaj,"Chaudry, Sathe and Wadhwa",Meta Ads,Pune,104064
5823,Gaurav Shankar,"Madan, Sandhu and Kar",Website Development,Kolkata,204225
5824,Watika Rau,Acharya-Badal,SEO,Pune,224093
5825,Ekaraj Batta,Chad-Gandhi,Content Marketing,Delhi,288655
5826,Urvashi Ramaswamy,Sankaran LLC,Content Marketing,Bangalore,107830
5827,Udyati Kaur,Thaman Inc,Website Development,Kolkata,55075
5828,Devansh Koshy,Rattan Group,Website Development,Kolkata,260046
5829,Charles Prabhakar,"Sama, Kibe and Viswanathan",Content Marketing,Pune,213394
5830,Nidhi Loyal,Sabharwal Ltd,Website Development,Jaipur,39073
5831,Hardik Goda,Ratti Group,Email Marketing,Bangalore,21951
5832,Krishna Sankaran,Choudhury LLC,Social Media Marketing,Jaipur,215316
5833,Advay Rege,Dhar-Datta,Social Media Marketing,Ahmedabad,23899
5834,Devika Bansal,Kapadia-Srinivasan,Social Media Marketing,Kolkata,64682
5835,Eshana Vaidya,Rajagopal-Singhal,Meta Ads,Delhi,292899
5836,Jackson Wagle,Wali-Sharaf,Google Ads,Mumbai,268213
5837,Jeremiah Khurana,Sidhu-Koshy,Email Marketing,Pune,82785
5838,Joshua Kunda,Panchal Ltd,SEO,Pune,148994
5839,Yutika Dewan,Chaudhari-Dara,AI Chatbot Development,Ahmedabad,173853
5840,Chaitanya Randhawa,Deo-Shan,SEO,Delhi,48790
5841,Nirja Sane,Nagar-Mangat,AI Chatbot Development,Mumbai,155413
5842,Anirudh Dutt,Tailor-Pau,Content Marketing,Mumbai,167150
5843,Isaiah Badal,Gupta and Sons,Social Media Marketing,Ahmedabad,59005
5844,Gopal Chada,Pall Group,Social Media Marketing,Delhi,281245
5845,Ansh Warrior,"Prabhu, Sood and Kala",AI Chatbot Development,Hyderabad,233317
5846,Krish Sidhu,Puri-Nair,SEO,Jaipur,169503
5847,Hardik Kala,Natarajan-Halder,Social Media Marketing,Mumbai,68798
5848,Laban Uppal,"Viswanathan, Balan and Verma",Meta Ads,Delhi,210071
5849,Radha Munshi,Chada Inc,Google Ads,Delhi,158516
5850,Ubika Venkatesh,"Kalita, Doshi and Magar",Social Media Marketing,Pune,84868
5851,Vasudha Apte,"Bassi, Thakkar and Jaggi",Meta Ads,Bangalore,61334
5852,Chanchal Dada,Bhagat-Chana,Website Development,Jaipur,164973
5853,Samesh Narain,"Mohanty, Nath and Bala",AI Chatbot Development,Delhi,175821
5854,Dayita Ben,Kota Ltd,AI Chatbot Development,Delhi,231628
5855,Tanvi Nayak,Bal-Minhas,SEO,Hyderabad,240290
5856,Chakradhar Som,Som Group,Google Ads,Pune,161058
5857,Inaya Bora,Chandran Group,SEO,Mumbai,56043
5858,Utkarsh Nigam,Nazareth-Nagar,Google Ads,Jaipur,76009
5859,Ayaan Dara,"Goda, Sandal and Savant",Email Marketing,Jaipur,266008
5860,Gautam Sarin,"Mall, Gandhi and Bhagat",Social Media Marketing,Ahmedabad,76041
5861,Ekiya Mane,Chaudhary-Baral,AI Chatbot Development,Mumbai,149801
5862,Harish Deshpande,Butala-Salvi,Google Ads,Pune,108279
5863,Anamika Rana,Reddy-Dhar,Meta Ads,Delhi,28831
5864,Gauri Bassi,"Sankar, Dhaliwal and Balan",Email Marketing,Bangalore,86407
5865,Ikshita Hari,Chaudhuri Group,Meta Ads,Bangalore,233862
5866,Alka Ganesan,Choudhury-Bhalla,SEO,Hyderabad,118330
5867,Ekavir Rana,"Mangat, Maharaj and Borde",Email Marketing,Bangalore,51127
5868,Chakradev Hegde,Memon-Aurora,Content Marketing,Bangalore,223655
5869,Simon Rajagopalan,Rastogi PLC,Website Development,Hyderabad,200495
5870,Varsha Maharaj,Karan PLC,Meta Ads,Ahmedabad,235767
5871,Abdul Banik,Savant-Rajan,AI Chatbot Development,Hyderabad,150563
5872,Ekaja Sethi,Arora-Venkatesh,Google Ads,Ahmedabad,153693
5873,Udyati Nagy,Jha Inc,Email Marketing,Jaipur,80089
5874,Omisha Om,Venkatesh-Raja,Content Marketing,Bangalore,152611
5875,Caleb Anne,Bhasin-Apte,Meta Ads,Mumbai,82902
5876,Sathvik Bali,"Dugar, Varghese and Prakash",Website Development,Mumbai,41079
5877,Samaksh Brar,Issac-Sant,Website Development,Bangalore,44413
5878,Kamya Handa,Pandit LLC,Google Ads,Ahmedabad,89710
5879,Alka Mann,Mandal-Swaminathan,Website Development,Hyderabad,79041
5880,Eshana Dass,Rout and Sons,SEO,Bangalore,78077
5881,Zashil Sunder,Chaudhary-Narang,SEO,Ahmedabad,76074
5882,Vanya Chand,Karpe-Bhakta,Social Media Marketing,Bangalore,254395
5883,Aradhana Som,Shah Ltd,Meta Ads,Mumbai,84615
5884,Jeevika Bobal,"Suri, Jaggi and Dara",Social Media Marketing,Pune,235548
